,Ortho,Phono,Length,LogFreq,meanRT
16870,hunters,hVnt#z,7,8.13,562.3793103
16871,hunting,hVntIN,7,9.53,707.1111111
16872,huntress,hVntr@s,8,5.25,644.8076923
16873,hunts,hVnts,5,6.55,552.5384615
16874,huntsman,hVntsm@n,8,5.15,770.2413793
16875,hurdle,h#tL,6,6.29,614.8275862
16876,hurdled,h#tLd,7,1.95,727.4230769
16877,hurdles,h#tLz,7,6,672.1666667
16878,hurl,h#l,4,6.25,616.8571429
16879,hurled,h#ld,6,6.33,627.862069
16880,hurler,h#l#,6,3.74,639.0689655
16881,hurlers,h#l#z,7,1.95,785.483871
16882,hurling,h#lIN,7,5.88,581.4074074
16883,hurrah,h#rA,6,5.6,752.48
16884,hurray,h#re,6,5.34,729.4782609
16885,hurrays,h#rez,7,0,701.7826087
16886,hurricane,h#r@ken,9,8.49,637.5666667
16887,hurried,h#rid,7,6.41,602.7586207
16888,hurriedly,h#rIdli,9,5.93,802.7241379
16889,hurry,h#ri,5,8.54,570.9642857
16890,hurrying,h#riIN,8,5.02,658.2758621
16891,hurt,h#t,4,10.24,554.4137931
16892,hurtful,h#tfL,7,6.18,595.8148148
16893,hurting,h#tIN,7,8.15,634.0322581
16894,hurtle,h#tL,6,3.89,636.1666667
16895,hurtled,h#tLd,7,3.74,675.0416667
16896,hurtling,h#tLIN,8,4.98,749.7142857
16897,hurts,h#ts,5,8.62,610
16898,husband,hVzb@nd,7,9.86,593.0740741
16899,husbandry,hVzb@ndri,9,5.54,727.8
16900,husbands,hVzb@ndz,8,7.65,596.6333333
16901,hush,hVS,4,6.25,576.5357143
16902,hushed,hVSt,6,5.48,689.5757576
16903,husk,hVsk,4,5.59,549.0344828
16904,huskiness,hVskin@s,9,1.1,712.2142857
16905,husky,hVski,5,6.57,589.3571429
16906,hussy,hVsi,5,5.27,678.962963
16907,hustle,hVsL,6,6.67,682
16908,hustled,hVsLd,7,5.14,640.2333333
16909,hustler,hVsL#,7,6.55,604.4333333
16910,hustling,hVsLIN,8,4.74,696.25
16911,hut,hVt,3,7.53,623.2666667
16912,hutch,hVC,5,5.92,591.3666667
16913,huts,hVts,4,5.96,624
16914,Huxley,hVksli,6,6.72,730.12
16915,huzzahs,h@zAz,7,1.61,1078.916667
16916,hyacinth,h!@sInT,8,5.19,1391.083333
16917,hyacinths,h!@sInTs,9,4.29,945.8461538
16918,hybrid,h!brId,6,8.25,608.625
16919,hybridize,h!brId!z,9,3.53,822.6521739
16920,Hyde,h!d,4,7.63,589.6
16921,Hydra,h!dr@,5,8.33,712.0714286
16922,hydrangea,h!drenJ@,9,3.3,982.6153846
16923,hydrant,h!dr@nt,7,4.89,708.0645161
16924,hydrate,h!dret,7,4.57,671.6666667
16925,hydrated,h!dret@d,8,4.82,698.0689655
16926,hydraulic,h!drOlIk,9,6.89,830.28
16928,hydraulics,h!drOlIks,10,5.58,824.8846154
16929,hydride,h!dr!d,7,4.87,802.6875
16930,hydrocarbon,h!drokArb@n,11,5.61,938.0689655
16931,hydrocarbons,h!drokArb@nz,12,6.12,1135.066667
16934,hydrogen,h!dr@J@n,8,8.08,644.5333333
16935,hydrolysis,h!drAl@sIs,10,4.74,937.962963
16936,hydrophilic,h!dr@fIlIk,11,3.14,1009.55
16937,hydrophobia,h!dr@fobi@,11,2.83,875.1111111
16938,hydrophobic,h!dr@fobIk,11,4.39,888
16939,hydroplane,h!dr@plen,10,4.39,744.862069
16940,hydrostatic,h!dr@statIk,11,4.45,1041.423077
16941,hydrotherapy,h!droTEr@pi,12,1.61,929.44
16942,hyena,h!in@,5,4.94,896.0769231
16943,hygiene,h!Jin,7,6.85,716.037037
16944,hygienic,h!JiEnIk,8,5.13,902.2916667
16945,hymen,h!m@n,5,5.51,856.8
16946,hymens,h!m@nz,6,1.39,882.1851852
16947,hymn,hIm,4,7.74,662.24
16948,hymnal,hImnL,6,4.47,834.85
16949,hymns,hImz,5,6.36,650.3793103
16950,hyperbola,h!p#b@l@,9,3.87,965.7916667
16951,hyperbole,h!p#b@li,9,6.75,907.75
16952,hyperbolic,h!p#bAlIk,10,5.75,875.56
16956,hypertrophy,h!p#tr@fi,11,4.23,1031
16957,hyphen,h!fn,6,6.24,695.862069
16958,hyphenate,h!fnet,9,3.97,962
16959,hyphenated,h!fnet@d,10,5.58,1006.925926
16960,hyphenation,h!fneSn,11,5.56,1089.9
16961,hypnosis,hIpnosIs,8,7.58,810.8571429
16962,hypnotic,hIpnAtIk,8,8.24,764.2068966
16963,hypnotically,hIpnAtIkli,12,4.08,854.75
16964,hypnotist,hIpn@tIst,9,5.88,923.9259259
16965,hypnotize,hIpn@t!z,9,4.83,837.75
16966,hypnotized,hIpn@t!zd,10,5.86,924.6
16967,hypoactive,h!poaktIv,10,0,1270.37037
16968,hypochondria,h!p@kAndri@,12,2.56,941.76
16970,hypocrisies,hIpAkr@siz,11,3.56,1211.681818
16971,hypocrisy,hIpAkr@si,9,7.63,972.16
16972,hypocrite,hIp@krIt,9,7.31,672.5384615
16973,hypocrites,hIp@krIts,10,6.63,780.1923077
16974,hypocritical,hIp@krItIkL,12,7.52,832.96
16975,hypodermic,h!p@d#mIk,10,5.06,960.5
16976,hypotenuse,h!pAt@nus,10,3.95,1300.2
16977,hypothalamic,h!poT@lamIk,12,2.3,949.125
16978,hypothalamus,h!p@Tal@m@s,12,4.26,1089.304348
16979,hypothermia,h!p@T#mi@,11,5.46,811.8965517
16980,hypotheses,h!pAT@siz,10,6.85,786.08
16981,hypothesis,h!pAT@sIs,10,8.64,786.9259259
16982,hypothesize,h!pAT@s!z,11,5.3,1001.064516
16983,hypothesized,h!pAT@s!zd,12,5.57,1077.178571
16985,hypothetical,h!p@TEtIkL,12,8.04,758.6551724
16987,hysterectomy,hIst#rEkt@mi,12,4.97,1006.071429
16988,hysteria,hIstIri@,8,7.23,802.8571429
16989,hysteric,hIstErIk,8,3.64,841.1851852
16990,hysterical,hIstErIkL,10,7.4,755.1923077
16991,hysterics,hIstErIks,9,5.22,1025.769231
16992,I,!,1,15.79,603.9285714
16993,iamb,!am,4,2.3,1013.8
16994,iambic,!ambIk,6,4.23,994.5
16995,Iberia,!bIri@,6,5.13,857.0714286
16996,ibex,!bEks,4,3.43,773
16997,ibis,!bIs,4,5.41,928.6842105
16998,ice,!s,3,10.55,559.0689655
16999,iceberg,!sb#g,7,6.95,602.2
17000,iceboat,!sbot,7,2.08,677.5517241
17001,icebox,!sbAks,6,3.69,606.6785714
17002,icebreaker,!sbrek#,10,4.32,579.1612903
17003,icecap,!skap,6,4.43,664.3928571
17004,icecube,!skjub,7,2.89,727.6785714
17005,iced,!st,4,6.34,630.2068966
17006,icefall,!sfOl,7,0,671.7857143
17007,icefield,!sfild,8,2.94,826.6666667
17008,icefloe,!sflo,7,0,878.3913043
17009,icehouse,!sh0s,8,3.85,665.2258065
17010,Iceland,!sl@nd,7,7.4,556.4482759
17011,Icelander,!sl@nt#,9,2.2,706.0333333
17012,Icelandic,!slantIk,9,6.6,860.4285714
17013,iceman,!sman,6,6.71,536.1071429
17014,icepack,!spak,7,3.33,667
17015,icepick,!spIk,7,4.41,680.1034483
17016,icerink,!srINk,7,0,962.0740741
17017,icicle,!sIkL,6,5.47,750
17018,icing,!sIN,5,6.92,602.7857143
17019,icon,!kAn,4,9.58,603.137931
17020,iconoclasm,!kAn@klazm,10,3.47,1051.090909
17021,iconoclast,!kAn@klast,10,5.12,1114.153846
17022,icy,!si,3,9.26,634.6153846
17023,Id,Id,2,11.31,863.2692308
17024,Idaho,!t@ho,5,8.49,646.2222222
17025,idea,!di@,4,11.8,586.0714286
17026,ideal,!di@l,5,9.75,569.4137931
17027,idealism,!di@lIzm,8,6.5,680.1724138
17028,idealist,!di@lIst,8,6.41,701.6333333
17029,idealistic,!di@lIstIk,10,6.54,695.5185185
17030,idealization,!di@l@zeSn,12,3.91,819.862069
17031,idealize,!di@l!z,8,4.73,709.5333333
17032,idealized,!di@l!zd,9,5.81,715.5384615
17033,ideally,!di@li,7,8.38,715.1612903
17034,idealogical,!di@lAJIkL,11,4.36,856
17035,ideals,!di@lz,6,7.95,571.5666667
17036,ideas,!di@z,5,11.15,585.6206897
17037,identical,!dEntIk@l,9,9.44,658.1333333
17038,identically,!dEntIkli,11,6.14,734.5806452
17039,identifiable,!dEnt@f!@bL,12,7.05,967.28
17042,identified,!dEnt@f!d,10,9.18,648.2142857
17043,identifies,!dEnt@f!z,10,7.6,709.3571429
17044,identify,!dEnt@f!,8,9.68,654.1923077
17045,identifying,!dEnt@f!IN,11,8.37,718
17046,identities,!dEnt@tiz,10,7.31,725.9583333
17047,identity,!dEnt@ti,8,9.44,675.8928571
17048,ideograph,Iti@graf,9,1.1,913.4736842
17049,ideological,!ti@lAJIkL,11,7.84,799.4230769
17050,ideologies,!tiAl@Jiz,10,6.88,822.0869565
17051,ideologist,!tiAl@JIst,10,3.37,843.3478261
17052,ideology,!tiAl@Ji,8,8.37,762.8888889
17053,idiocies,Iti@siz,8,4.45,1114.882353
17054,idiocy,Iti@si,6,7.11,985.6111111
17055,idiom,Iti@m,5,6.36,704.5555556
17056,idiomatic,Iti@matIk,9,5.13,813.25
17057,idioms,Iti@mz,6,5.73,728.5217391
17059,idiosyncrasy,Iti@sINkr@si,12,3.37,1009.36
17061,idiot,Iti@t,5,9.39,594.1851852
17062,idiotic,ItiAtIk,7,7.76,740.1785714
17063,idiotically,ItiAtIkli,11,4.03,1105.541667
17064,idle,!tL,4,8.66,600.6451613
17065,idled,!tLd,5,4.17,721.6666667
17066,idleness,!tLn@s,8,4.63,699.0357143
17067,idling,!tLIN,6,5.85,837
17068,idly,!tLi,4,6.07,725.24
17069,idol,!tL,4,7.56,627.6206897
17070,idolater,!dAl@t#,8,2.77,917.4090909
17071,idolatry,!dAl@tri,8,5.75,975.2857143
17072,idolization,!tL@zeSn,11,2.83,872.0740741
17073,idolize,!tL!z,7,4.95,634
17074,idolized,!tL!zd,8,4.22,659.5517241
17075,idols,!tLz,5,7.08,626.6896552
17076,idyll,!tL,5,3.58,990.8181818
17077,idyllic,!dIlIk,7,5.21,1036.047619
17078,if,If,2,14.65,541.4193548
17079,igloo,Iglu,5,4.98,671.0740741
17080,igneous,Igni@s,7,4.13,1191.666667
17081,ignite,Ign!t,6,6.55,718.4444444
17082,ignited,Ign!t@d,7,6.16,752.1428571
17083,ignition,IgnISn,8,7.68,866.0666667
17084,ignoble,IgnobL,7,4.38,1089.352941
17085,ignominious,Ign@mIni@s,11,4.17,1034.125
17086,ignominy,Ign@mIni,8,3.66,1394.888889
17087,ignoramus,Ign#rem@s,9,5.68,1043.12
17088,ignorance,Ign#@ns,9,9.43,649.2666667
17089,ignorant,Ign#@nt,8,9.29,635.2962963
17090,ignore,IgnOr,6,10.23,553.75
17091,ignored,IgnOrd,7,9.63,642.1071429
17092,ignores,IgnOrz,7,8.08,610.2413793
17093,ignoring,IgnOrIN,8,8.88,661.9333333
17094,Igor,igOr,4,7.68,1009.75
17095,iguana,Igwan@,6,7.22,831.962963
17096,Ike,!k,3,6.85,631.8076923
17097,Iliad,Ili@d,5,5.38,916.3571429
17098,ilk,Ilk,3,7.68,628.2083333
17099,ill,Il,3,9.31,588.0645161
17100,illegal,Ilig@l,7,10.37,664.6071429
17101,illegality,IlIgal@ti,10,5.75,1331
17102,illegibility,IlEJ@bIl@ti,12,2.2,1154.6
17103,illegible,IlEJ@bL,9,5.55,774.9090909
17104,illegitimacy,Il@JIt@m@si,12,5.81,789.3333333
17105,illegitimate,Il@JIt@m@t,12,6.84,824.25
17106,illiberal,IlIb#r@l,9,3.91,937.4230769
17107,illiberality,IlIb#ral@ti,12,0,1112.461538
17108,illicit,IlIsIt,7,7.18,688.6785714
17109,Illinois,Il@nY,8,9.7,687.1785714
17110,illiteracy,IlIt#r@si,10,6.02,730.6296296
17111,illiterate,IlIt#r@t,10,7.51,813.5384615
17112,illness,Iln@s,7,8.68,629.2258065
17113,illnesses,Iln@s@z,9,7.46,644.6538462
17114,illogical,IlAJIkL,9,7.42,697.9285714
17115,illogicality,IlAJIkal@ti,12,1.61,895.875
17116,ills,Ilz,4,6.78,600.1333333
17117,illume,Ilum,6,1.1,723.32
17118,illuminate,Ilum@net,10,6.27,763.7333333
17119,illuminated,Ilum@net@d,11,6.92,761.7666667
17120,illuminating,Ilum@netIN,12,6.5,758.862069
17121,illumination,Ilum@neSn,12,6.67,741.4516129
17123,illusion,IluZn,8,8.52,623.6896552
17124,illusionary,IluZnEri,11,8.25,778.5714286
17125,illusionist,IluZnIst,11,4.71,873.3
17126,illusions,IluZnz,9,7.74,638.1428571
17127,illusive,IlusIv,8,4.01,688.6785714
17128,illusory,Ilus#ri,8,6.08,883.75
17129,illustrate,Il@stret,10,8.04,614.5666667
17130,illustrated,Il@stret@d,11,8.78,653.1071429
17131,illustrates,Il@strets,11,7.29,655.0322581
17132,illustrating,Il@stretIN,12,6.39,655.0357143
17133,illustration,Il@streSn,12,7.68,673.3793103
17135,illustrative,IlVstr@tIv,12,5.84,857.0833333
17136,illustrator,Il@stret#,11,7.75,672.4482759
17137,illustrators,Il@stret#z,12,5.2,778.0689655
17138,illustrious,IlVstri@s,11,6.05,649.6190476
17139,image,ImIJ,5,11.06,778.7407407
17140,imagery,ImIJEri,7,7.77,735.75
17141,images,ImIJ@z,6,10.43,630.6
17142,imaginary,ImaJ@nEri,9,7.95,711.1785714
17143,imagination,ImaJ@neSn,11,9.06,735.2592593
17144,imaginations,ImaJ@neSnz,12,6.2,781.6333333
17145,imaginative,ImaJ@n@tIv,11,7.27,765
17147,imagine,ImaJ@n,7,10.45,605.5
17148,imagined,ImaJ@nd,8,8.08,705.6071429
17149,imagines,ImaJ@nz,8,5.6,783.2413793
17150,imaging,ImIJIN,7,8.75,868.7272727
17151,imagining,ImaJ@nIN,9,7.33,747.2142857
17152,imaginings,ImaJ@nINz,10,5.05,743.6956522
17153,imbalance,Imbal@ns,9,7.12,695.25
17154,imbalances,Imbal@ns@z,10,5.86,643.7241379
17155,imbecile,Imb@sL,8,5.81,914.1
17156,imbecility,Imb@sIl@ti,10,3.5,1203.769231
17157,imbedded,ImbEt@d,8,6.27,804.5151515
17158,imbibe,Imb!b,6,4.28,816.1764706
17159,imbibed,Imb!bd,7,3.93,932.1875
17160,imbued,Imbjud,6,5.37,747
17161,imitate,ImItet,7,6.91,979.8571429
17162,imitated,ImItet@d,8,5.3,859.4615385
17163,imitates,ImItets,8,5.18,927.3448276
17164,imitating,ImItetIN,9,6.15,801.2962963
17165,imitation,ImIteSn,9,7.23,928.08
17166,imitations,ImIteSnz,10,5.98,835.3793103
17167,imitative,ImItetIv,9,4.11,1167.157895
17168,imitators,ImItet#z,9,4.99,898.5555556
17169,immaculate,Imakj@l@t,10,6.59,780.5714286
17170,immanence,Im@n@ns,9,3.74,999.4
17171,immanent,Im@n@nt,8,4.6,865
17172,immaterial,Im@tIri@l,10,6.3,985.1428571
17173,immature,Im@CUr,8,7.95,769.2666667
17174,immaturity,Im@CUr@ti,10,5.83,961.2068966
17175,immeasurable,ImEZr@bL,12,4.86,872.9310345
17176,immeasurably,ImEZr@bli,12,5.34,812.875
17177,immediacy,Imiti@si,9,5.02,862.8076923
17178,immediate,Imiti@t,9,10.36,738.7777778
17179,immediately,Imiti@tli,11,10.62,732.4333333
17180,immemorial,Im@mOri@l,10,5.23,1041.928571
17181,immense,ImEns,7,7.72,763.0384615
17182,immensely,ImEnsli,9,7.48,702.36
17183,immensities,ImEns@tiz,11,0,887.1052632
17184,immensity,ImEns@ti,9,4.45,706.9583333
17185,immerse,Im#s,7,5.64,873.9655172
17186,immersed,Im#st,8,6.42,773.4333333
17187,immersion,Im#Zn,9,6.6,764.8
17188,immigrant,Im@gr@nt,9,7.81,712.5
17189,immigrants,Im@gr@nts,10,8.62,663
17190,immigrate,Im@gret,9,6.16,790.6071429
17191,immigration,Im@greSn,11,9.16,744.59375
17192,imminence,Im@n@ns,9,2.56,864.0833333
17193,imminent,Im@n@nt,8,7.35,843.5925926
17194,immobile,ImobL,8,5.82,711.5862069
17195,immobility,ImobIl@ti,10,3.87,891.3793103
17197,immobilize,ImobL!z,10,4.62,763.1923077
17198,immoderacy,ImAt#r@si,10,0,963.0526316
17199,immoderate,ImAt#r@t,10,3.74,815.7142857
17200,immodest,ImAt@st,8,3.91,1092.035714
17201,immodesty,ImAt@sti,9,2.2,915.9583333
17202,immoral,ImOr@l,7,8.33,721.8888889
17203,immoralities,Im#ral@tiz,12,2.56,823.9583333
17204,immorality,Im#ral@ti,10,6.35,777.05
17205,immortal,ImOrtL,8,8.32,726.3793103
17206,immortality,ImOrtal@ti,11,7.32,714.5925926
17207,immortalize,ImOrtL!z,11,3.91,768.8
17208,immortalized,ImOrtL!zd,12,4.84,686.7241379
17209,immovable,Imuv@bL,9,5.15,723.6296296
17210,immune,Imjun,6,8.65,730.1538462
17211,immunity,Imjun@ti,8,7.61,836
17212,immunization,Imj@n@zeSn,12,6.54,753.72
17213,immunize,Imj@n!z,8,4.71,922.6923077
17214,immunology,Imj@nAl@Ji,10,6.8,917
17215,immure,ImjUr,6,0,785.7619048
17216,immutability,Imjut@bIl@ti,12,3.53,920.5
17217,immutable,Imjut@bL,9,6.17,780.3461538
17218,imp,Imp,3,8.67,698.4333333
17219,impact,Impakt,6,9.96,590.3793103
17220,impacted,Impakt@d,8,6.61,658.9259259
17221,impacts,Impakts,7,7.51,722.1666667
17222,impair,ImpEr,6,6.09,621.1
17223,impaired,ImpErd,8,7.59,658.6206897
17224,impairment,ImpErm@nt,10,6.48,726.6551724
17225,impala,Impal@,6,5.46,730.5
17226,impale,Impel,6,4.65,722.7857143
17227,impaled,Impeld,7,5.99,719.6428571
17228,impaling,ImpelIN,8,5.06,776.4
17229,impalpable,Impalp@bL,10,2.08,832.1304348
17230,impart,ImpArt,6,6.34,698.3333333
17231,impartation,ImpArteSn,11,0,969.1304348
17232,imparted,ImpArt@d,8,5.84,681.1
17233,impartial,ImpArSL,9,7.04,733.2857143
17234,impartiality,ImpArSial@ti,12,5.28,695.4210526
17235,imparts,ImpArts,7,5.2,686.8571429
17236,impassable,Impas@bL,10,5.99,716.9285714
17237,impasse,Impas,7,6.16,881.5
17238,impassion,ImpaSn,9,0.69,834.1935484
17239,impassioned,ImpaSnd,11,5.57,698.9285714
17240,impassive,ImpasIv,9,4.17,672.2142857
17241,impassively,ImpasIvli,11,3.37,752.1034483
17242,impassivity,ImpasIv@ti,11,0,880.1304348
17243,impatience,ImpeSns,10,5.88,805.1666667
17244,impatient,ImpeSnt,9,7.08,729
17245,impatiently,ImpeSntli,11,5.59,750.4666667
17246,impeach,ImpiC,7,5.29,669.5517241
17247,impeachment,ImpiCm@nt,11,6.37,760.3214286
17248,impeccable,ImpEk@bL,10,6.04,1004.774194
17249,impeccably,ImpEk@bli,10,5.03,900.0714286
17250,impecunious,Imp@kjuni@s,11,2.3,1174.545455
17251,impede,Impid,6,6.26,814
17252,impeded,Impit@d,7,5.29,791.6956522
17253,impediment,ImpEt@m@nt,10,6.14,857.2083333
17254,impel,ImpEl,5,5.98,724.6538462
17255,impelled,ImpEld,8,4.69,723.4827586
17256,impelling,ImpElIN,9,3.18,641.4482759
17257,impend,ImpEnd,6,0.69,760.3076923
17258,impending,ImpEntIN,9,7.21,770.9655172
17259,impenetrable,ImpEn@tr@bL,12,5.46,1044.16
17260,imperative,ImpEr@tIv,10,7.62,850.6428571
17263,imperfect,Imp#fIkt,9,7.32,729.0357143
17265,imperfection,Imp#fEkSn,12,5.34,822.6451613
17267,imperial,ImpIri@l,8,8.88,704.7857143
17268,imperialism,ImpIri@lIzm,11,7.24,811.1111111
17269,imperialist,ImpIri@lIst,11,6.76,862.5333333
17271,imperialists,ImpIri@lIsts,12,6.07,848.7586207
17272,imperil,ImpEr@l,7,4.37,781.7894737
17273,imperiled,ImpEr@ld,9,4.2,894.125
17274,imperilled,ImpEr@ld,10,2.3,864.5789474
17275,imperious,ImpIri@s,9,5.28,772
17276,imperishable,ImpErIS@bL,12,4.7,898.1428571
17277,impermanence,Imp#m@n@ns,12,3.71,1045.136364
17278,impermanent,Imp#m@n@nt,11,4.26,1231.04
17279,impermeable,Imp#mi@bL,11,3.85,910.64
17280,impersonal,Imp#sn@l,10,6.47,784.8387097
17281,impersonally,Imp#sn@li,12,3.71,841.08
17282,impersonate,Imp#snet,11,5.21,822.5357143
17283,impersonated,Imp#snet@d,12,4.36,914.2758621
17284,impersonates,Imp#snets,12,3.61,916.5172414
17286,impersonator,Imp#snet#,12,5.23,878.32
17287,impertinence,Imp#tn@ns,12,3.64,943.96
17288,impertinent,Imp#tn@nt,11,5.05,905.7741935
17290,impervious,Imp#vi@s,10,6.03,947.5769231
17291,impetuous,ImpECu@s,9,4.55,840.75
17292,impetus,Imp@t@s,7,6.43,938.0526316
17293,impiety,Imp!@ti,7,3,868.0434783
17294,impinge,ImpInJ,7,4.96,879.8181818
17295,impingement,ImpInJm@nt,11,3.5,1173.625
17296,impinging,ImpInJIN,9,4.32,1137.347826
17297,impious,Imp!@s,7,3.93,887.8666667
17298,impish,ImpIS,6,5.55,704.1363636
17299,implacable,Implak@bL,10,4.74,833.7647059
17300,implant,Implant,7,7.18,621.1851852
17301,implantation,ImplanteSn,12,6.05,1059.354839
17302,implanted,Implant@d,9,6.79,745.4482759
17303,implausibly,ImplOz@bli,11,3,990.9565217
17304,implement,Impl@mEnt,9,9.65,741.4814815
17306,implemented,Impl@mEnt@d,11,9.49,777.5172414
17307,implementing,Impl@mEntIN,12,8.77,776.3703704
17308,implements,Impl@mEnts,10,8.23,677.6296296
17309,implicate,Impl@ket,9,5.45,711.0645161
17310,implicated,Impl@ket@d,10,6.4,703.1724138
17311,implication,Impl@keSn,11,8.07,819.2962963
17312,implications,Impl@keSnz,12,8.69,712.9642857
17313,implicit,ImplIs@t,8,7.79,833.8275862
17314,implicitly,ImplIs@tli,10,7.27,817.25
17315,implied,Impl!d,7,8.88,690.0322581
17316,implies,Impl!z,7,9.01,757.0357143
17317,implode,Implod,7,5.37,722.5555556
17318,implore,ImplOr,7,5.2,661.7741935
17319,implored,ImplOrd,8,4.57,711.8928571
17320,imploring,ImplOrIN,9,4.5,717.7666667
17321,implosion,ImploZn,9,5.26,847.8461538
17322,imply,Impl!,5,9.1,638.7142857
17323,implying,Impl!IN,8,8.17,710.7037037
17324,impolite,Imp@l!t,8,6.28,690.3448276
17325,imponderable,ImpAnt#@bL,12,3.04,926.1071429
17326,import,ImpOrt,6,9.44,588.25
17327,importance,ImpOrtns,10,9.37,762.3571429
17328,important,ImpOrtnt,9,11.57,649.4814815
17329,importantly,ImpOrtntli,11,8.75,719.1481481
17330,importation,ImpOrteSn,11,6.4,793.7586207
17331,imported,ImpOrt@d,8,8.35,716
17332,importer,ImpOrt#,8,6.51,819.6666667
17333,imports,ImpOrts,7,8.21,623.9655172
17335,importune,Imp#tun,9,0,1041.045455
17336,impose,Impoz,6,8.57,626.3103448
17337,imposed,Impozd,7,8.54,654.6551724
17338,imposes,Impoz@z,7,6.83,707.3333333
17339,imposing,ImpozIN,8,7.59,719.9375
17340,imposition,Imp@zISn,10,6.8,730.4285714
17342,impossible,ImpAs@bL,10,10.21,618.2
17343,impossibly,ImpAs@bli,10,5.73,693.7142857
17344,impostor,ImpAst#,8,4.93,698.9259259
17345,imposture,ImpAsC#,9,3.33,717.5714286
17346,impotence,Imp@t@ns,9,6.18,805.7692308
17347,impotency,Imp@t@nsi,9,3.95,823.5862069
17348,impotent,Imp@t@nt,8,6.32,663.36
17349,impound,Imp0nd,7,4.55,650.9375
17350,impoverish,ImpAv#rIS,10,4.14,730.125
17351,impoverished,ImpAv#rISt,12,6.57,963.3703704
17353,impractical,Imprakt@k@l,11,7.05,753
17355,imprecise,ImprIs!s,9,6,821.1785714
17356,imprecisely,ImprIs!sli,11,3.58,1154.166667
17357,impregnable,ImprEgn@bL,11,4.17,944.0416667
17358,impregnate,ImprEgnet,10,5.55,874.2413793
17359,impresario,Impr@sArio,10,3.09,1023
17360,impress,ImprEs,7,7.87,622.8461538
17361,impressed,ImprEst,9,9.29,702.8571429
17362,impresses,ImprEs@z,9,5.69,729.862069
17363,impressing,ImprEsIN,10,5.46,656.75
17364,impression,ImprESn,10,9.66,687.0689655
17370,impressions,ImprESnz,11,7.87,637.5357143
17371,impressive,ImprEsIv,10,9.03,699.8666667
17372,imprint,ImprInt,7,6.85,619.52
17373,imprinted,ImprInt@d,9,5.77,720.32
17374,imprison,ImprIzn,8,7.05,768.5384615
17375,imprisoned,ImprIznd,10,7.79,706.8928571
17376,imprisonment,ImprIznm@nt,12,7.39,845.8214286
17377,imprisons,ImprIznz,9,3.64,784.137931
17378,improbable,ImprAb@bL,10,6.84,772.1481481
17379,improbably,ImprAb@bli,10,3.93,770.6666667
17380,impromptu,ImprAmptu,9,6.34,754.0666667
17381,improper,ImprAp#,8,7.62,685.5333333
17382,impropriety,Impr@pr!@ti,11,5.23,943.2105263
17383,improve,Impruv,7,10,644.9677419
17384,improved,Impruvd,8,9.63,657.0322581
17385,improvement,Impruvm@nt,11,9.37,705.8965517
17386,improvements,Impruvm@nts,12,8.86,683.6785714
17387,improves,Impruvz,8,7.85,806.5
17388,improving,ImpruvIN,9,8.81,642.4827586
17391,improvise,Impr@v!z,9,6.11,724.0434783
17392,improvised,Impr@v!zd,10,6.26,752.36
17393,improviser,Impr@v!z#,10,2.48,770.75
17394,improvises,Impr@v!z@z,10,3,783.5185185
17395,improvising,Impr@v!zIN,11,5.2,763.1923077
17396,imprudence,Imprudns,10,3.14,897.12
17397,imprudent,Imprudnt,9,4.37,902.2692308
17398,impudence,Impj@t@ns,9,3.69,941.6666667
17399,impudent,Impj@t@nt,8,3.95,788.7826087
17400,impudently,Impj@t@ntli,10,2.4,1217.52
17401,impulse,ImpVls,7,8.08,636.7419355
17402,impulses,ImpVls@z,8,6.79,635.0333333
17403,impulsive,ImpVlsIv,9,5.64,683.1111111
17404,impunity,Impjun@ti,8,6.51,787.2608696
17405,impure,ImpjUr,6,5.6,755.2258065
17406,impurities,ImpjUr@tiz,10,6.15,751.1111111
17407,impurity,ImpjUr@ti,8,5.33,748.7096774
17408,imputation,Impj@teSn,10,3.97,951.5555556
17409,impute,Impjut,6,4.53,1019.619048
17410,in,In,2,15.9,744.6
17411,inability,In@bIl@ti,9,8.4,750.0357143
17412,inaccessible,In@ksEs@bL,12,6.56,785.4516129
17413,inaccuracies,Inakj@r@siz,12,6.6,907.3333333
17414,inaccuracy,Inakj@r@si,10,5.91,727.5483871
17415,inaccurate,Inakj@r@t,10,8.15,655.2142857
17416,inaction,InakSn,8,6.11,771.6296296
17417,inactivate,Inakt@vet,10,5.41,799.4444444
17418,inactivation,InaktIveSn,12,4.55,940.7241379
17419,inactive,InaktIv,8,7.24,633
17420,inactivity,InaktIv@ti,10,6.3,772.2222222
17421,inadequacies,Inat@kw@siz,12,5.39,754.2692308
17422,inadequacy,Inat@kw@si,10,5.84,744.2222222
17423,inadequate,Inat@kw@t,10,8.01,665.3333333
17424,inadequately,Inat@kw@tli,12,4.96,755.5925926
17425,inadmissible,In@dmIs@bL,12,4.84,1008.25
17426,inadvertence,In@dv#tns,12,2.94,1250.333333
